rank,symbol,timeframe,slice_combination,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
6894,AAPL,1h,state_session=morning + state_slope=downtrend,short,rejected,rejected_unsupported,212,False,59,False,-0.0020717488849134615,-5.55480510454516e-06,state_session=morning,-0.001366580523977561,0.39956455343063646,0,0000,0.0,0,2,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4864,False,False
6895,AMGN,1h,state_session=morning + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,169,False,54,False,-0.00021564486372669907,-0.0003202570563363341,state_ext=neutral + state_slope=flat,-0.0013677607977295048,0.8955284015471954,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9200,False,False
6896,WFC,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,305,False,162,False,0.0006234578700435373,-0.00033930631101867516,state_ext=neutral,-0.0013735422602685287,0.7281887751860814,0,0000,0.0,0,2,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7759,False,False
6897,UNP,1h,state_session=morning + state_ext=neutral,long,rejected,rejected_unsupported,417,False,156,False,0.0005412559080064641,-0.0007497106229917691,state_ext=neutral,-0.0013766061551402809,0.561345928270665,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6304,False,False
6898,VWO,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,154,False,58,False,-0.0006189873833488074,-0.0011530442814924548,state_session=morning + state_ext=neutral,-0.0013860306247861155,0.6277788485299065,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6892,False,False
6899,SOL/USD,1h,state_ext=stretched_down + state_vol=mid_vol,short,rejected,rejected_unsupported,325,False,166,False,-0.001029128068025018,-0.001012552251775528,state_vol=mid_vol,-0.0013861587465914416,0.5657477918818812,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6346,False,False
6900,NEE,1h,state_session=afternoon + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,96,False,65,False,-0.001641766196533665,-0.0009536931840072654,state_session=afternoon,-0.0013863187416957071,0.30731883521503334,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3997,False,False
6901,JNJ,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,305,True,106,False,-0.0006318753311432693,-0.0012533466518782823,state_session=lunch,-0.0013868724153620249,0.6870415662072427,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7391,False,False
6902,HOOD,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,205,False,70,False,0.0010415345797283788,-0.0028142670945642007,state_session=morning,-0.0013923961055213063,0.7992278181997003,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8372,False,False
6903,JD,1h,state_ext=stretched_down + state_vol=mid_vol,long,rejected,rejected_unsupported,86,False,59,False,-0.0011613245889221782,-0.0005797664947574468,state_vol=mid_vol,-0.0013928447716036827,0.7305576307737567,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7783,False,False
6904,USO,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,588,False,261,False,5.4113801128817556e-05,-0.0005091421055507667,state_slope=downtrend,-0.001396113307236664,0.9811014981163746,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9933,False,False
6905,KO,1h,state_session=morning + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,180,False,56,False,-0.000420898435711783,-0.0009239642241638727,state_slope=flat,-0.0013983281201216066,0.7907936265825093,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8307,False,False
6906,PLD,1h,state_ext=neutral + state_slope=uptrend,short,rejected,rejected_unsupported,269,False,115,False,-0.00156937221418855,-0.0009797976342137142,state_slope=uptrend,-0.0013988604679958491,0.39099099603818877,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4777,False,False
6907,MO,1h,state_session=morning + state_ext=neutral,long,rejected,rejected_unsupported,394,False,118,False,-0.0012117296565568893,-0.001773055832679794,state_ext=neutral,-0.001399723837568895,0.26478827596544674,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3612,False,False
6908,MS,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,251,False,158,False,0.0017328891288144125,-0.0010148797030804753,state_ext=neutral,-0.0014033257727512516,0.40572106841056343,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4916,False,False
6909,IVV,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,410,False,164,False,-0.0006304565971920054,-0.0013870247960299652,state_ext=neutral,-0.0014098377254170133,0.5857022929738389,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6535,False,False
6910,TMUS,1h,state_session=afternoon + state_ext=neutral,short,rejected,rejected_unsupported,271,False,108,False,0.0012474569452116098,-0.0003862575222625443,state_ext=neutral,-0.0014164561092964258,0.5817993681243656,0,0000,0.0,0,2,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6496,False,False
6911,XOP,1h,state_session=morning + state_ext=neutral,long,rejected,rejected_unsupported,362,False,118,False,-0.002115014746563023,-0.00127647614789024,state_session=morning,-0.0014166596490854898,0.3038295045053452,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3979,False,False
6912,ARKW,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,126,False,84,False,-0.0024523620335402097,-0.005202389298682752,state_ext=stretched_up,-0.0014214919354012777,0.5593071358909185,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6290,False,False
6913,COP,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,102,True,72,False,-0.0026243154643011968,-0.0009913079737518583,state_slope=downtrend,-0.0014229493870717043,0.2926556466872987,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3870,False,False
6914,BSX,1h,state_ext=stretched_down + state_vol=high_vol,short,rejected,rejected_unsupported,85,False,118,False,0.0039020357425788087,-8.026660640262067e-06,state_vol=high_vol,-0.0014232722273393177,0.2018416287555853,0,0000,0.0,0,2,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2959,False,False
6915,SO,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,113,False,53,False,-0.000872740968940881,-0.0005487815172421968,state_session=afternoon,-0.0014287913174542443,0.49767061979890603,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5755,False,False
6916,AMZN,1h,state_session=morning + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,164,False,57,False,0.0010115407750216823,-0.0004244269851344741,state_ext=neutral + state_slope=flat,-0.0014295564049140196,0.6859538048567382,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7381,False,False
6917,PM,1h,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,234,False,91,False,-0.0005264642339411195,-0.000767546630878646,state_slope=uptrend,-0.00142981033842135,0.7703483074976594,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8126,False,False
6918,SMH,1h,state_session=morning + state_ext=neutral,long,rejected,rejected_unsupported,358,False,104,False,0.0033648682370028093,-0.00031894415659030955,state_ext=neutral,-0.0014309118999547457,0.1172382259125957,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1991,False,False
6919,XLE,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,613,False,245,False,-0.0008726772622149558,-0.0011954175738578903,state_session=afternoon,-0.0014317294913283162,0.4674393810797093,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5508,False,False
6920,ABNB,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,116,False,193,False,0.000465565110786397,-0.0007506541513279622,state_ext=neutral,-0.00144621484463856,0.8633835891289732,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8925,False,False
6921,AVGO,1h,state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,348,False,138,False,-0.002485444470550938,-0.0008358663602413784,state_ext=neutral,-0.0014496857821900634,0.3761640810695175,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4653,False,False
6922,UNP,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,94,False,70,False,-0.001474949369557891,-0.0027659159005561243,state_slope=uptrend,-0.0014513872806299396,0.5581173094053615,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6276,False,False
6923,VEA,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,110,False,59,False,-0.0003792959336112549,-0.0009441349548747793,state_session=afternoon,-0.0014524454089503076,0.832926916956543,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8656,False,False
6924,DE,1h,state_session=lunch + state_slope=downtrend,long,rejected,rejected_unsupported,111,False,53,False,-0.0002657986152434787,-0.0009805530595542059,state_slope=downtrend,-0.001453341720691568,0.9250006829726412,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9437,False,False
6925,NOC,1h,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,171,False,67,False,0.0007127027456014447,-0.001771242066236999,state_ext=neutral,-0.0014571793420277489,0.4422697923779486,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5259,False,False
6926,DUK,1h,state_session=afternoon + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,104,False,52,False,-0.0010824507214626995,-0.0005395309261698388,state_session=afternoon + state_ext=neutral,-0.001461246453443433,0.4900603076005894,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5691,False,False
6927,SUSHI/USD,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,1238,False,412,False,-0.0012362480216479522,-0.0006298955181524346,state_slope=downtrend,-0.0014665720088507539,0.4823394195727104,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5642,False,False
6928,XLY,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,49,False,72,False,-0.00043098411443966334,-0.0006407670568261279,state_slope=uptrend,-0.0014670926560909582,0.7996033074186555,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8375,False,False
6929,IWM,1h,state_session=lunch + state_slope=uptrend,long,rejected,rejected_unsupported,572,False,262,False,-0.0008181485379476401,-0.0012145900778077392,state_session=lunch,-0.0014734302410353453,0.3308413321279362,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4221,False,False
6930,TXN,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,178,False,66,False,0.003537014802177392,-0.0004922314852030055,state_slope=downtrend,-0.001473856747091793,0.17085708904547792,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2612,False,False
6931,XLV,1h,state_session=lunch + state_slope=uptrend,long,rejected,rejected_unsupported,112,False,51,False,-4.203428564393791e-05,-0.0006602349529242286,state_session=lunch,-0.0014740944826065134,0.9851226322720417,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9966,False,False
6932,GD,1h,state_session=lunch + state_slope=uptrend,long,rejected,rejected_unsupported,116,False,52,False,-0.0003606906412073022,-0.0007091792430487526,state_session=lunch,-0.0014741830534997467,0.8929074633744813,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9172,False,False
6933,VWO,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,181,False,238,False,-0.0008205013846001751,-0.0013545582827438223,state_ext=neutral,-0.0014779160116296787,0.5906107807555436,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6579,False,False
6934,PDD,1h,state_session=morning + state_ext=stretched_down + state_slope=downtrend,short,rejected,rejected_unsupported,93,True,65,False,-7.579816460969158e-05,-0.0018470462510597604,state_session=morning,-0.0014850917743182736,0.9613402378131852,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9765,False,False
6935,PANW,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,85,False,73,False,0.005475444031316705,-0.001653350272338634,state_session=afternoon,-0.001486014423190656,0.3036032672172462,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3977,False,False
6936,VOO,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,131,False,54,False,-0.00010587917487269989,-0.0008559875680863809,state_session=afternoon,-0.0014864910897035006,0.9416695387771084,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9585,False,False
6937,LIN,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,111,False,61,False,-0.0008291104469775505,-0.0015741792733090557,state_ext=neutral,-0.0014912710702430542,0.4935409924490304,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5718,False,False
6938,GOLD,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,109,False,51,False,-0.00010555377185689885,-0.0004562636132829574,state_session=afternoon,-0.0014939606633229434,0.9763413164154608,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9888,False,False
6939,IVV,1h,state_session=afternoon + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,130,False,52,False,-9.269121144083892e-05,-0.0008492594102787987,state_session=afternoon,-0.0014956648623308017,0.955831982841943,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9713,False,False
6940,COST,1h,state_session=lunch + state_slope=uptrend,short,rejected,rejected_unsupported,104,False,55,False,-0.001259870596568939,-0.001527541845572789,state_session=lunch,-0.001496504311246877,0.5620211263557331,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6308,False,False
6941,PLTR,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,157,True,51,False,-0.0019471531233775103,-0.0006637836606919678,state_ext=neutral,-0.0014996647280746853,0.5788543758290401,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6463,False,False
6942,AAVE/USD,1h,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,1073,False,409,False,-0.0011557897839851261,-0.0013893452381727265,state_session=morning,-0.00150081394232262,0.5313330909901575,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6046,False,False
6943,IYT,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,106,False,56,False,0.0007572984904007277,-0.0005737410385688763,state_session=afternoon,-0.001500842745592085,0.7328867070234644,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7802,False,False
6944,PM,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,217,False,80,False,-0.000423886219300587,-0.0006649686162381134,state_slope=downtrend,-0.0015059887469099332,0.8479048422798172,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8793,False,False
6945,GILD,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,271,False,113,False,-0.001613777519529012,-0.0005020819317879306,state_slope=downtrend,-0.0015086998176964477,0.4405456597495514,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5248,False,False
6946,ETHA,1h,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,100,False,80,False,-0.0004472502441628912,-0.002320629017101159,state_session=morning,-0.0015097814927907535,0.8643144091568185,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8935,False,False
6947,PDD,1h,state_session=morning + state_slope=flat,long,rejected,rejected_unsupported,190,False,58,False,-0.0033232214338729145,-0.0011519733474228454,state_session=morning,-0.0015139278241643312,0.1367070099959824,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2224,False,False
6948,ARKK,1h,state_ext=stretched_up + state_vol=high_vol,short,rejected,rejected_unsupported,91,False,64,False,-0.00255540104680477,-0.0011128659589463529,state_vol=high_vol,-0.0015142656932766836,0.4237603904186571,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5069,False,False
6949,XOM,1h,state_session=morning + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,96,False,56,False,-0.0018472678501773923,-0.00037371583293644003,state_slope=downtrend,-0.0015186968362825158,0.3247961909516546,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4159,False,False
6950,UNI/USD,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,711,False,165,False,-0.0013679700138687625,-0.0008591268165944935,state_vol=high_vol,-0.0015187063538824306,0.6639078365873932,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7210,False,False
6951,CSX,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,114,False,57,False,0.0010391545715445853,-0.0007166560656593735,state_ext=neutral,-0.0015212933943103675,0.3718211877440598,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4614,False,False
6952,T,1h,state_session=afternoon + state_ext=neutral,short,rejected,rejected_unsupported,287,False,106,False,0.0013562951690741449,-0.0013712650917106508,state_session=afternoon,-0.0015262783391118001,0.4962527594652002,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5743,False,False
6953,VOO,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,412,False,164,False,-0.0007897480712906326,-0.0015398564645043135,state_ext=neutral,-0.0015286231903592145,0.4917801989721895,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5705,False,False
6954,MPC,1h,state_session=lunch + state_ext=stretched_up,long,rejected,rejected_unsupported,69,False,50,False,-0.000518582857745524,-0.001869844865943306,state_session=lunch,-0.0015287030560563104,0.8933220887014381,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9179,False,False
6955,CMCSA,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,short,rejected,rejected_unsupported,104,False,53,False,0.0017030192842519653,-0.00034002506884074244,state_session=morning + state_slope=uptrend,-0.0015340330224636422,0.2671631155660137,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3633,False,False
6956,XME,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,188,False,80,False,-0.0010036473490066373,-0.00043223057087251097,state_ext=neutral,-0.0015343910790778154,0.7409138783142246,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7864,False,False
6957,JNJ,1h,state_session=morning + state_slope=uptrend,long,rejected,rejected_unsupported,186,False,65,False,0.00039965030239989124,-0.0002218210183351217,state_slope=uptrend,-0.0015394083781583253,0.7769964324497227,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8189,False,False
6958,XLU,1h,state_session=morning + state_slope=flat,long,rejected,rejected_unsupported,190,True,61,False,-0.001044266406950563,-0.0005129614960164012,state_slope=flat,-0.0015394635604495117,0.3438211281553809,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4354,False,False
6959,XLU,1h,state_session=morning + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,185,False,61,False,-0.001044266406950563,-0.0005129614960164012,state_slope=flat,-0.0015394635604495117,0.3438211281553809,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4355,False,False
6960,ABT,1h,state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,249,False,112,False,3.6103124200173586e-05,-0.0011378075426125393,state_ext=neutral,-0.0015510935882074156,0.985567794347403,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9971,False,False
6961,QQQ,1h,state_session=morning + state_ext=stretched_up,long,rejected,rejected_unsupported,328,False,108,False,-0.001256894019331696,-0.0015871861333118407,state_ext=stretched_up,-0.0015575048170352922,0.4641050347728086,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5474,False,False
6962,NSC,1h,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,261,False,180,False,7.999609525554598e-05,-0.0007371040533198945,state_ext=neutral,-0.001563138786148158,0.9309709117561431,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9483,False,False
6963,KLAC,1h,state_session=morning + state_slope=uptrend,long,rejected,rejected_unsupported,155,False,104,False,0.002559187037630428,-0.0023235796918703974,state_session=morning,-0.001565777090256812,0.4426222853284216,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5263,False,False
6964,BIDU,1h,state_session=morning + state_ext=stretched_up,long,rejected,rejected_unsupported,157,False,66,False,-0.0031185849739895103,-0.0025623195735051613,state_session=morning,-0.00156964367171544,0.2762845035312762,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3713,False,False
6965,HON,1h,state_session=morning + state_ext=neutral,short,rejected,rejected_unsupported,415,False,138,False,-0.00029068630428001315,-0.0002508389288757568,state_session=morning,-0.0015756355595860797,0.8637509834102135,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8928,False,False
6966,XRP/USD,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,830,False,199,False,-0.002699322247951739,-0.0019749788722921613,state_slope=uptrend,-0.0015775707303407808,0.159291746128694,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2489,False,False
6967,XLE,1h,state_session=afternoon + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,385,False,183,False,-0.00017326671801352867,-0.0004960070296564632,state_session=afternoon + state_ext=neutral,-0.0015851539355417716,0.8997049156252535,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9234,False,False
6968,VT,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,119,False,50,False,-0.00021578443113941815,-0.0009332059804440194,state_session=afternoon,-0.0015983945240342775,0.9032029716523713,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9262,False,False
6969,GE,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,255,False,83,False,0.0012198830836763293,-0.0009252929004515645,state_session=afternoon,-0.0016020559515470204,0.7412497446191542,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7868,False,False
6970,KRE,1h,state_session=afternoon + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,109,False,54,False,0.0009116100001336093,-0.00051032715759092,state_session=afternoon,-0.0016079906973878613,0.6617068792569021,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7182,False,False
6971,KRE,1h,state_session=afternoon + state_slope=flat,long,rejected,rejected_unsupported,109,False,54,False,0.0009116100001336093,-0.00051032715759092,state_session=afternoon,-0.0016079906973878613,0.6617068792569021,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7183,False,False
6972,AAVE/USD,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,1255,False,463,False,-0.0017548974566831356,-0.0011213420024955352,state_ext=neutral,-0.0016104021226253998,0.19695942057984306,0,0000,0.0,0,0,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2903,False,False
6973,TAN,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,133,False,122,False,-0.0005649319149492897,-0.00041333462832281013,state_slope=downtrend,-0.0016232226261431292,0.8608521339006683,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8907,False,False
6974,SOXX,1h,state_ext=stretched_up + state_vol=mid_vol,long,rejected,rejected_unsupported,120,False,87,False,0.0014689132352502879,-0.00294812018967647,state_vol=mid_vol,-0.0016331931194942825,0.7312306319234718,0,0000,0.0,0,1,0,0,-1.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7788,False,False
